longitude,latitude,dist,latlon
113.84432,22.596337,宝安区,"113.84432,22.596337"
114.227253247,22.7026852121,龙岗区,"114.227253247,22.7026852121"
113.89792,22.503947,南山区,"113.89792,22.503947"
114.145963151,22.5512674155,罗湖区,"114.145963151,22.5512674155"
114.062132116,22.5323862043,福田区,"114.062132116,22.5323862043"
114.219222,22.65636,龙岗区,"114.219222,22.65636"
114.03281206,22.5399829982,福田区,"114.03281206,22.5399829982"
113.971979048,22.5389227788,南山区,"113.971979048,22.5389227788"
113.991743,22.593965,南山区,"113.991743,22.593965"
113.86741,22.572761,宝安区,"113.86741,22.572761"
114.072103,22.651831,龙岗区,"114.072103,22.651831"
114.02634,22.636013,龙华区,"114.02634,22.636013"
114.075605856,22.5500015525,福田区,"114.075605856,22.5500015525"
114.026625,22.638846,龙华区,"114.026625,22.638846"
114.277882,22.722458,龙岗区,"114.277882,22.722458"
114.024506,22.63939,龙华区,"114.024506,22.63939"
114.076148795,22.5375618471,福田区,"114.076148795,22.5375618471"
114.041055768,22.6336944611,龙华区,"114.041055768,22.6336944611"
114.13095,22.557762,罗湖区,"114.13095,22.557762"
113.914675,22.57925,宝安区,"113.914675,22.57925"
113.921461,22.57886,宝安区,"113.921461,22.57886"
113.93160387,22.5121223744,南山区,"113.93160387,22.5121223744"
113.954154,22.566695,南山区,"113.954154,22.566695"
113.930584,22.53418,南山区,"113.930584,22.53418"
113.939589403,22.5181129337,南山区,"113.939589403,22.5181129337"
114.058049084,22.6275967919,龙华区,"114.058049084,22.6275967919"
114.052827,22.536042,福田区,"114.052827,22.536042"
113.907637,22.587732,宝安区,"113.907637,22.587732"
113.909903,22.586623,宝安区,"113.909903,22.586623"
114.054442,22.606593,龙华区,"114.054442,22.606593"
113.9611,22.553981,南山区,"113.9611,22.553981"
113.919650367,22.5316352199,南山区,"113.919650367,22.5316352199"
114.073564,22.623994,龙岗区,"114.073564,22.623994"
114.018657,22.740552,光明区,"114.018657,22.740552"
114.172,22.616331,龙岗区,"114.172,22.616331"
114.058592,22.525574,福田区,"114.058592,22.525574"
113.957672,22.547709,南山区,"113.957672,22.547709"
113.840349,22.640648,宝安区,"113.840349,22.640648"
113.855876,22.609071,宝安区,"113.855876,22.609071"
113.933711,22.518254,南山区,"113.933711,22.518254"
113.849811,22.595946,宝安区,"113.849811,22.595946"
113.913236,22.585379,宝安区,"113.913236,22.585379"
114.383523,22.720417,坪山区,"114.383523,22.720417"
113.871712239,22.5877148502,宝安区,"113.871712239,22.5877148502"
114.057604,22.531009,福田区,"114.057604,22.531009"
114.139875507,22.5536352645,罗湖区,"114.139875507,22.5536352645"
114.064094,22.619151,龙岗区,"114.064094,22.619151"
113.831945,22.65599,宝安区,"113.831945,22.65599"
114.052791803,22.5360669995,福田区,"114.052791803,22.5360669995"
114.101137,22.566241,福田区,"114.101137,22.566241"
113.912264642,22.5656676393,宝安区,"113.912264642,22.5656676393"
113.926509,22.775751,光明区,"113.926509,22.775751"
114.082033,22.66599,龙岗区,"114.082033,22.66599"
113.923302,22.51444,南山区,"113.923302,22.51444"
114.0881,22.634755,龙岗区,"114.0881,22.634755"
113.911427,22.584842,宝安区,"113.911427,22.584842"
113.860893,22.596643,宝安区,"113.860893,22.596643"
113.826768,22.72277,宝安区,"113.826768,22.72277"
113.9611,22.553981,南山区,"113.9611,22.553981"
114.067051,22.62715,龙岗区,"114.067051,22.62715"
114.236146,22.554003,盐田区,"114.236146,22.554003"
113.937747,22.593163,南山区,"113.937747,22.593163"
113.955187,22.640097,南山区,"113.955187,22.640097"
114.124178,22.60626,龙岗区,"114.124178,22.60626"
113.927414,22.560305,南山区,"113.927414,22.560305"
114.073379863,22.5446186149,福田区,"114.073379863,22.5446186149"
114.132641752,22.5555201867,罗湖区,"114.132641752,22.5555201867"
114.058148341,22.5688088383,福田区,"114.058148341,22.5688088383"
114.13622202,22.5591691638,罗湖区,"114.13622202,22.5591691638"
114.032271,22.634271,龙华区,"114.032271,22.634271"
113.846075,22.743059,宝安区,"113.846075,22.743059"
114.145963151,22.5512674155,罗湖区,"114.145963151,22.5512674155"
114.137076536,22.6151997004,龙岗区,"114.137076536,22.6151997004"
113.908732,22.580212,宝安区,"113.908732,22.580212"
113.879114,22.565182,宝安区,"113.879114,22.565182"
114.164776,22.635518,龙岗区,"114.164776,22.635518"
114.129376526,22.5445715038,罗湖区,"114.129376526,22.5445715038"
113.957672,22.547709,南山区,"113.957672,22.547709"
113.880665,22.588114,宝安区,"113.880665,22.588114"
113.85143,22.618391,宝安区,"113.85143,22.618391"
114.071953,22.66271,龙岗区,"114.071953,22.66271"
114.064487,22.576731,福田区,"114.064487,22.576731"
114.19845,22.650056,龙岗区,"114.19845,22.650056"
113.967499,22.585749,南山区,"113.967499,22.585749"
113.971732475,22.5330485224,南山区,"113.971732475,22.5330485224"
114.080554,22.71892,光明区,"114.080554,22.71892"
114.048542712,22.5458812579,福田区,"114.048542712,22.5458812579"
114.029394,22.639391,龙华区,"114.029394,22.639391"
114.067971882,22.570210703,福田区,"114.067971882,22.570210703"
114.115959,22.623975,龙岗区,"114.115959,22.623975"
113.93313,22.524531,南山区,"113.93313,22.524531"
114.063865,22.721847,光明区,"114.063865,22.721847"
114.034108,22.52807,福田区,"114.034108,22.52807"
113.802372,22.696129,宝安区,"113.802372,22.696129"
114.234511842,22.6837050187,龙岗区,"114.234511842,22.6837050187"
113.812335,22.739575,宝安区,"113.812335,22.739575"
113.873642987,22.5669030968,宝安区,"113.873642987,22.5669030968"
114.118756,22.630163,龙岗区,"114.118756,22.630163"
114.101137,22.566241,福田区,"114.101137,22.566241"
114.085263,22.538115,福田区,"114.085263,22.538115"
114.305024,22.743685,龙岗区,"114.305024,22.743685"
114.143172,22.632277,龙岗区,"114.143172,22.632277"
114.151117,22.614881,龙岗区,"114.151117,22.614881"
113.848905,22.595309,宝安区,"113.848905,22.595309"
114.176566,22.641429,龙岗区,"114.176566,22.641429"
114.07034056,22.5301719958,福田区,"114.07034056,22.5301719958"
114.242071,22.726735,龙岗区,"114.242071,22.726735"
114.215412,22.70251,龙岗区,"114.215412,22.70251"
113.979887,22.557031,南山区,"113.979887,22.557031"
113.949424997,22.4957908337,南山区,"113.949424997,22.4957908337"
114.15591,22.62387,龙岗区,"114.15591,22.62387"
113.921236,22.494353,南山区,"113.921236,22.494353"
114.042886,22.636677,龙华区,"114.042886,22.636677"
114.116381,22.594104,罗湖区,"114.116381,22.594104"
113.850782,22.599236,宝安区,"113.850782,22.599236"
114.045102505,22.5610387475,福田区,"114.045102505,22.5610387475"
114.066624605,22.515787156,福田区,"114.066624605,22.515787156"
114.054352,22.528503,福田区,"114.054352,22.528503"
114.244653,22.750213,龙岗区,"114.244653,22.750213"
114.040319,22.654555,龙华区,"114.040319,22.654555"
114.163786,22.614385,龙岗区,"114.163786,22.614385"
114.028081,22.542699,福田区,"114.028081,22.542699"
113.966403,22.740944,光明区,"113.966403,22.740944"
114.050511,22.526816,福田区,"114.050511,22.526816"
113.81694,22.677615,宝安区,"113.81694,22.677615"
114.062132116,22.5323862043,福田区,"114.062132116,22.5323862043"
113.9611,22.553981,南山区,"113.9611,22.553981"
114.042979,22.635066,龙华区,"114.042979,22.635066"
113.991743,22.593965,南山区,"113.991743,22.593965"
113.82340202,22.6645681081,宝安区,"113.82340202,22.6645681081"
114.00455392,22.5490402231,福田区,"114.00455392,22.5490402231"
114.139875507,22.5536352645,罗湖区,"114.139875507,22.5536352645"
113.850261,22.621097,宝安区,"113.850261,22.621097"
113.924048551,22.5113852245,南山区,"113.924048551,22.5113852245"
113.897286,22.493957,南山区,"113.897286,22.493957"
113.813158,22.69226,宝安区,"113.813158,22.69226"
114.130958,22.626944,龙岗区,"114.130958,22.626944"
113.93143,22.510947,南山区,"113.93143,22.510947"
114.259830294,22.7375002678,龙岗区,"114.259830294,22.7375002678"
114.048572,22.654791,龙华区,"114.048572,22.654791"
114.05755966,22.5233045055,福田区,"114.05755966,22.5233045055"
114.033573,22.657639,龙华区,"114.033573,22.657639"
114.02960171,22.5607509363,福田区,"114.02960171,22.5607509363"
114.077906586,22.5392509891,福田区,"114.077906586,22.5392509891"
113.941391888,22.4925500725,南山区,"113.941391888,22.4925500725"
113.914326202,22.5215450485,南山区,"113.914326202,22.5215450485"
113.937082266,22.5063234864,南山区,"113.937082266,22.5063234864"
114.134921,22.63151,龙岗区,"114.134921,22.63151"
113.92748,22.492357,南山区,"113.92748,22.492357"
113.850353,22.591052,宝安区,"113.850353,22.591052"
114.015485001,22.647034026,龙华区,"114.015485001,22.647034026"
113.972004221,22.528065995,南山区,"113.972004221,22.528065995"
114.072256,22.66377,龙岗区,"114.072256,22.66377"
114.316555,22.606495,盐田区,"114.316555,22.606495"
114.077847,22.650988,龙岗区,"114.077847,22.650988"
113.991743,22.593965,南山区,"113.991743,22.593965"
114.036067,22.644323,龙华区,"114.036067,22.644323"
114.127730134,22.6028979887,龙岗区,"114.127730134,22.6028979887"
114.028081,22.542699,福田区,"114.028081,22.542699"
113.921461,22.57886,宝安区,"113.921461,22.57886"
113.873354,22.635538,宝安区,"113.873354,22.635538"
114.058592,22.525574,福田区,"114.058592,22.525574"
114.028367229,22.6537484227,龙华区,"114.028367229,22.6537484227"
113.889953,22.560644,宝安区,"113.889953,22.560644"
114.073929,22.641003,龙岗区,"114.073929,22.641003"
114.050498603,22.5270505283,福田区,"114.050498603,22.5270505283"
114.148125528,22.5897184885,罗湖区,"114.148125528,22.5897184885"
114.07111,22.622521,龙岗区,"114.07111,22.622521"
114.055107693,22.5493922718,福田区,"114.055107693,22.5493922718"
114.058929356,22.5373132959,福田区,"114.058929356,22.5373132959"
114.133407,22.54665,罗湖区,"114.133407,22.54665"
114.122115,22.553849,罗湖区,"114.122115,22.553849"
113.97043,22.693426,宝安区,"113.97043,22.693426"
114.039009,22.654116,龙华区,"114.039009,22.654116"
114.028755384,22.5442073866,福田区,"114.028755384,22.5442073866"
113.818125,22.707827,宝安区,"113.818125,22.707827"
113.983945638,22.5532445864,南山区,"113.983945638,22.5532445864"
114.246916903,22.7236875436,龙岗区,"114.246916903,22.7236875436"
113.957672,22.547709,南山区,"113.957672,22.547709"
113.828472,22.73551,宝安区,"113.828472,22.73551"
114.033573,22.657639,龙华区,"114.033573,22.657639"
114.113761,22.5404,罗湖区,"114.113761,22.5404"
114.058929356,22.5373132959,福田区,"114.058929356,22.5373132959"
113.802808,22.694895,宝安区,"113.802808,22.694895"
114.216256,22.656198,龙岗区,"114.216256,22.656198"
114.038600878,22.6436965384,龙华区,"114.038600878,22.6436965384"
113.950073,22.54859,南山区,"113.950073,22.54859"
113.936725251,22.4849034258,南山区,"113.936725251,22.4849034258"
114.132042,22.601089,龙岗区,"114.132042,22.601089"
113.930584,22.53418,南山区,"113.930584,22.53418"
114.00093,22.535053,福田区,"114.00093,22.535053"
113.955669,22.590662,南山区,"113.955669,22.590662"
113.975142,22.582932,南山区,"113.975142,22.582932"
114.241281726,22.7311816548,龙岗区,"114.241281726,22.7311816548"
114.144666748,22.5676232741,罗湖区,"114.144666748,22.5676232741"
113.873433,22.576508,宝安区,"113.873433,22.576508"
114.056231,22.572207,福田区,"114.056231,22.572207"
114.065467558,22.5693491897,福田区,"114.065467558,22.5693491897"
114.227142,22.668569,龙岗区,"114.227142,22.668569"
113.877308,22.568438,宝安区,"113.877308,22.568438"
114.101191,22.575244,福田区,"114.101191,22.575244"
113.855716,22.604323,宝安区,"113.855716,22.604323"
114.039731,22.566237,福田区,"114.039731,22.566237"
114.062132116,22.5323862043,福田区,"114.062132116,22.5323862043"
113.881958491,22.5876887952,宝安区,"113.881958491,22.5876887952"
113.917649913,22.5372822555,南山区,"113.917649913,22.5372822555"
114.072444,22.563818,福田区,"114.072444,22.563818"
114.085263,22.538115,福田区,"114.085263,22.538115"
114.129779,22.57267,罗湖区,"114.129779,22.57267"
114.074131042,22.5417191752,福田区,"114.074131042,22.5417191752"
114.226911119,22.7074759392,龙岗区,"114.226911119,22.7074759392"
113.975133,22.58297,南山区,"113.975133,22.58297"
113.92544,22.542423,南山区,"113.92544,22.542423"
113.94063,22.485997,南山区,"113.94063,22.485997"
114.107419,22.559617,福田区,"114.107419,22.559617"
114.054091,22.69055,光明区,"114.054091,22.69055"
113.868775,22.561203,宝安区,"113.868775,22.561203"
114.197968,22.642893,龙岗区,"114.197968,22.642893"
114.227142,22.668569,龙岗区,"114.227142,22.668569"
113.843551,22.717785,宝安区,"113.843551,22.717785"
113.853472,22.59993,宝安区,"113.853472,22.59993"
114.042929,22.668417,龙华区,"114.042929,22.668417"
114.052394873,22.5321934911,福田区,"114.052394873,22.5321934911"
114.022873,22.747793,光明区,"114.022873,22.747793"
113.931437,22.530163,南山区,"113.931437,22.530163"
114.038718923,22.5654346503,福田区,"114.038718923,22.5654346503"
114.257212,22.717829,龙岗区,"114.257212,22.717829"
113.89756,22.587516,宝安区,"113.89756,22.587516"
113.840078,22.640428,宝安区,"113.840078,22.640428"
113.884733,22.590829,宝安区,"113.884733,22.590829"
114.138498758,22.6183454197,龙岗区,"114.138498758,22.6183454197"
113.901362558,22.5685245863,宝安区,"113.901362558,22.5685245863"
113.88482,22.566743,宝安区,"113.88482,22.566743"
113.902656,22.508956,南山区,"113.902656,22.508956"
114.116381,22.594104,罗湖区,"114.116381,22.594104"
114.240139,22.704719,龙岗区,"114.240139,22.704719"
114.034306,22.655875,龙华区,"114.034306,22.655875"
114.070931,22.629562,龙岗区,"114.070931,22.629562"
113.867787,22.747433,宝安区,"113.867787,22.747433"
113.883102,22.578561,宝安区,"113.883102,22.578561"
114.183546,22.651579,龙岗区,"114.183546,22.651579"
113.9611,22.5562,南山区,"113.9611,22.5562"
113.878869,22.60927,宝安区,"113.878869,22.60927"
113.906502,22.488927,南山区,"113.906502,22.488927"
114.19315,22.643806,龙岗区,"114.19315,22.643806"
114.073494081,22.5274887427,福田区,"114.073494081,22.5274887427"
113.917126,22.585425,宝安区,"113.917126,22.585425"
113.984193,22.680521,龙华区,"113.984193,22.680521"
114.052673114,22.5484482917,福田区,"114.052673114,22.5484482917"
113.833021024,22.6904177818,宝安区,"113.833021024,22.6904177818"
114.047078464,22.5287059664,福田区,"114.047078464,22.5287059664"
114.032051,22.529622,福田区,"114.032051,22.529622"
114.107314,22.54792,福田区,"114.107314,22.54792"
114.148196263,22.6170373567,龙岗区,"114.148196263,22.6170373567"
113.936734,22.51694,南山区,"113.936734,22.51694"
114.130528,22.54297,罗湖区,"114.130528,22.54297"
114.016502,22.657941,龙华区,"114.016502,22.657941"
114.042217,22.557802,福田区,"114.042217,22.557802"
114.038851502,22.5635783217,福田区,"114.038851502,22.5635783217"
113.977139,22.558157,南山区,"113.977139,22.558157"
114.032571,22.539911,福田区,"114.032571,22.539911"
114.065195,22.599338,龙华区,"114.065195,22.599338"
113.90026,22.499688,南山区,"113.90026,22.499688"
114.125515056,22.6015155024,龙岗区,"114.125515056,22.6015155024"
114.229081,22.731861,龙岗区,"114.229081,22.731861"
114.000175,22.679071,龙华区,"114.000175,22.679071"
114.11197,22.596869,龙岗区,"114.11197,22.596869"
113.970953,22.57131,南山区,"113.970953,22.57131"
113.80186,22.681606,宝安区,"113.80186,22.681606"
113.933141106,22.5212276318,南山区,"113.933141106,22.5212276318"
114.128491233,22.5699468002,罗湖区,"114.128491233,22.5699468002"
113.945584427,22.5050413568,南山区,"113.945584427,22.5050413568"
113.928690731,22.5044512044,南山区,"113.928690731,22.5044512044"
114.073528,22.536298,福田区,"114.073528,22.536298"
114.102478,22.543891,福田区,"114.102478,22.543891"
114.049493,22.632487,龙华区,"114.049493,22.632487"
113.945634,22.502893,南山区,"113.945634,22.502893"
113.856498,22.602016,宝安区,"113.856498,22.602016"
114.345159,22.710997,坪山区,"114.345159,22.710997"
114.248419,22.738647,龙岗区,"114.248419,22.738647"
113.978751,22.544657,南山区,"113.978751,22.544657"
113.913018,22.584418,宝安区,"113.913018,22.584418"
114.164762,22.635544,龙岗区,"114.164762,22.635544"
113.843333,22.744556,宝安区,"113.843333,22.744556"
114.115835794,22.5457670716,罗湖区,"114.115835794,22.5457670716"
113.976244,22.53759,南山区,"113.976244,22.53759"
113.914326202,22.5215450485,南山区,"113.914326202,22.5215450485"
114.038099,22.639959,龙华区,"114.038099,22.639959"
113.924167239,22.5418635985,南山区,"113.924167239,22.5418635985"
114.046987,22.521611,福田区,"114.046987,22.521611"
114.24857,22.702306,龙岗区,"114.24857,22.702306"
113.874243,22.603945,宝安区,"113.874243,22.603945"
114.051954881,22.5368797863,福田区,"114.051954881,22.5368797863"
114.059080581,22.5357554374,福田区,"114.059080581,22.5357554374"
